,user_id_fors,user_id_motion_tag,N_KT,ID_Agglo,N_Agglo,ID_Gem,first_activity_date,last_activity_da,days_in_range,active_days_count,days_without_event,days_without_track,operating_system,os_version,handset,home_geometry_from_gps
127,CH12190,c3cc7398-a6c1-428b-a8e7-956607abaa13,VD,6153,Monthey,5401,2023-05-02,2023-06-04,34,34,0,16,android,12,OPPO CPH2009,POINT (6.170940484513597 46.33051122899236)
128,CH12201,4c4c9644-21b8-4abd-81c1-f3953aea762a,VD,6153,Monthey,5401,2023-04-24,2023-06-05,43,43,0,0,ios,iOS 16.3.1,"iPhone14,5",POINT (6.38735008948121 46.49526331568717)
129,CH12221,df0291e6-ee67-44bf-89f0-62db4c33ef76,VD,6153,Monthey,5401,2023-05-02,2023-05-22,21,21,0,0,ios,iOS 16.4.1,"iPhone13,3",POINT (6.503248561219537 46.61604360534815)
130,CH12226,57b53d7e-68c4-440f-89fb-7527ba08d71a,VD,6153,Monthey,5401,2023-04-25,2023-06-05,42,42,0,1,ios,iOS 16.5,"iPhone14,7",POINT (6.755105012203229 46.70373932593934)
131,CH12232,442d0a1c-c7ec-4152-af23-2079a3750f3f,GE,6621,Genève,6601,2023-04-25,2023-05-30,36,36,0,0,android,9,samsung SM-N950F,POINT (6.138049339722222 46.19134067194445)
132,CH12240,f254a5a8-4222-4d99-ac90-242208392cce,VD,6153,Monthey,5401,2023-04-24,2023-06-05,43,43,0,1,android,13,samsung SM-S901B,POINT (6.573715221436331 46.78376730760176)
133,CH12254,2deb086f-c105-4a5f-9012-ba6681674199,VD,6153,Monthey,5401,2023-04-24,2023-06-05,43,43,0,1,android,12,samsung SM-G973F,POINT (7.028601387371685 46.95282779355936)
134,CH12277,af0ac3b6-e803-437b-b1d4-a89a700a4783,VD,6153,Monthey,5401,2023-05-11,2023-05-16,6,6,0,0,android,12,samsung SM-G973F,POINT (6.812415717619047 46.5390857684127)
135,CH12283,96d83b14-2e00-47e8-a06a-59d9edacedca,,99,,99,2023-04-24,2023-06-05,43,43,0,8,android,13,samsung SM-G781B,POINT (6.2146921999976685 46.158563546051205)
136,CH12285,6aa87283-8ebb-4745-88f3-522bb49989ca,VD,6153,Monthey,5401,2023-04-24,2023-05-26,33,33,0,2,ios,iOS 16.4.1,"iPhone14,5",POINT (6.645202063458083 46.589833246767185)
137,CH12291,48290af1-7f74-4ece-8c69-c578922e9eca,VD,6153,Monthey,5401,2023-04-26,2023-06-02,38,38,0,8,android,13,OPPO CPH2195,POINT (6.457737349078947 46.48208180969298)
138,CH12304,862f6029-3279-444d-a8c9-d6505e34916a,GE,6621,Genève,6601,2023-04-24,2023-05-30,37,37,0,0,ios,iOS 16.4.1,"iPhone14,4",POINT (6.1705630702583 46.19651459520341)
139,CH12317,f3b39821-e5f1-4424-8eb5-21f469f50b84,VD,6153,Monthey,5401,2023-04-26,2023-06-05,41,41,0,6,android,11,Xiaomi Mi 9T,POINT (6.648175175887686 46.52882883268326)
140,CH12338,ad054bec-5784-4e44-86e5-ed54057acbaf,VD,6153,Monthey,5401,2023-05-11,2023-06-05,26,26,0,0,ios,iOS 16.5,"iPhone14,2",POINT (6.622147583873007 46.517387608058364)
141,CH12340,0c7a9ef9-446a-411b-b128-68b2a904ac28,VD,6153,Monthey,5401,2023-04-24,2023-05-30,37,37,0,4,ios,iOS 16.4.1,"iPhone10,4",POINT (6.9970460901341704 46.29209800957749)
142,CH12350,b8886736-043c-4da9-9c3d-a25956b6c13e,GE,6621,Genève,6601,2023-04-24,2023-05-17,24,24,0,1,android,13,samsung SM-G991B,POINT (6.138932111343779 46.19133257643671)
143,CH12375,d4020272-0167-4d29-9a92-69da6825ac2b,VD,6153,Monthey,5401,2023-04-24,2023-06-05,43,43,0,3,ios,iOS 16.1.1,"iPhone12,8",POINT (6.63974445414051 46.51645264487568)
144,CH12378,97b717c3-ecd6-4cbb-b062-dbdd38d0dedd,VD,6153,Monthey,5401,2023-05-11,2023-06-05,26,26,0,0,ios,iOS 16.3.1,"iPhone13,2",POINT (7.035142941772205 46.93048974770952)
145,CH12435,00caca6b-275f-4bf0-b9c8-2dcc97279e1f,GE,6621,Genève,6601,2023-04-24,2023-05-23,30,30,0,0,ios,iOS 16.3.1,"iPhone10,4",POINT (6.014084998173099 46.18737356127838)
146,CH12447,16238128-656f-494e-bea9-442a51756a44,VD,6153,Monthey,5401,2023-05-11,2023-06-05,26,26,0,6,ios,iOS 15.6.1,"iPhone8,1",POINT (6.64331231330952 46.56175022561078)
147,CH12480,816b1fd4-a7bd-46f0-a943-d833e912ac10,VD,6153,Monthey,5401,2023-04-25,2023-06-05,42,42,0,1,ios,iOS 16.5,"iPhone14,2",POINT (6.629258687837041 46.52507156790465)
148,CH12492,6d7e7e59-47f1-4a92-aa57-72d12107f910,VD,6153,Monthey,5401,2023-04-26,2023-06-05,41,41,0,1,ios,iOS 14.7.1,"iPhone8,1",POINT (6.626771409103954 46.51845980902359)
149,CH12515,dd903a69-c41f-4a71-a97f-6e09828de9cb,GE,6621,Genève,6601,2023-05-03,2023-06-01,30,30,0,0,ios,iOS 16.5,"iPhone14,5",POINT (6.120064354189925 46.19675405458421)
150,CH12519,a7b5a9ee-465b-4774-9f60-e8ff702c02ca,VD,6153,Monthey,5401,2023-04-27,2023-06-05,40,40,0,2,ios,iOS 15.7.5,"iPhone9,3",POINT (6.331193809809149 46.662299875323605)
151,CH12520,720044cb-17b0-4129-8a32-428412f340a6,,99,,99,2023-04-28,2023-06-05,39,39,0,5,ios,iOS 16.3.1,"iPhone12,1",POINT (5.969816045990768 46.60126101051395)
152,CH12547,f3adc249-01e2-4cde-8698-cd2177b6481b,,99,,99,2023-04-24,2023-06-05,43,43,0,4,android,13,OPPO CPH2305,POINT (5.998992678528086 46.10562035642634)
153,CH12580,15793262-1042-4cc9-93f5-3a5b193522d2,VD,6153,Monthey,5401,2023-04-25,2023-06-05,42,42,0,0,ios,iOS 16.4.1,"iPhone11,8",POINT (6.537412086153777 46.7212601647383)
154,CH12581,d3b2b830-89ff-4cc2-9d33-e5ae5a69035d,VD,6153,Monthey,5401,2023-04-25,2023-05-20,26,26,0,16,android,13,samsung SM-G781B,POINT (6.927103706944444 46.875071811111106)
155,CH12588,8b24a2c2-547e-4c17-869e-7b5bb06218e7,VD,6153,Monthey,5401,2023-04-24,2023-06-05,43,43,0,1,android,13,asus ASUS_I006D,POINT (6.2341730028497455 46.60623782701979)
156,CH12589,00c6c200-a68d-4782-8d99-5c860435ff6c,VD,6153,Monthey,5401,2023-05-10,2023-06-05,27,27,0,0,ios,iOS 16.5,"iPhone14,5",POINT (6.641529254988718 46.65758271100596)
157,CH1260,7922fd92-0ab2-4be8-954f-ab7a954e07e4,VD,6153,Monthey,5401,2023-05-02,2023-05-04,3,3,0,0,android,13,samsung SM-S911B,POINT (6.785610949124248 46.55947631579091)
158,CH12600,cc1a7ac0-cb0e-4e7d-8639-d2559dc5d46a,VD,6153,Monthey,5401,2023-05-02,2023-06-05,35,35,0,0,android,13,samsung SM-G998B,POINT (6.6282255637310445 46.53484320287141)
159,CH12622,a1d53434-8804-4d46-95e6-216f208e6b36,VD,6153,Monthey,5401,2023-04-28,2023-06-05,39,39,0,7,android,13,samsung SM-A325F,POINT (6.541205817072387 46.5243509077278)
160,CH12635,0bd91973-cb84-48d6-a2e9-8fa8fca47e00,GE,6621,Genève,6601,2023-04-24,2023-05-30,37,37,0,0,android,13,realme RMX3301,POINT (6.106366075828041 46.22431288316931)
161,CH12681,bf22040b-0fd7-465a-b87a-8d2d6316954e,VD,6153,Monthey,5401,2023-04-24,2023-06-05,43,43,0,0,ios,iOS 16.5,"iPhone13,1",POINT (6.629540026530382 46.52327298917827)
162,CH12685,4bc54e73-1348-425d-922f-bfc0482032d1,VD,6153,Monthey,5401,2023-04-24,2023-05-31,38,38,0,2,android,12,Fairphone FP4,POINT (6.617964546439885 46.529598355987375)
163,CH12687,b5587abf-3505-4989-bfda-c2bbeb7dfb3a,VD,6153,Monthey,5401,2023-05-04,2023-06-05,33,33,0,2,android,11,samsung SM-A405FN,POINT (6.742113055733855 46.798108467211016)
164,CH1269,7c3c2159-9d4c-45e3-bcfe-4384f8f58cbb,VD,6153,Monthey,5401,2023-04-26,2023-06-05,41,41,0,4,ios,iOS 15.7.6,"iPhone9,4",POINT (6.770325594387361 46.4858253742532)
165,CH12693,c0cb146c-36e6-4465-b0ee-29ca59080a0a,VD,6153,Monthey,5401,2023-05-02,2023-05-27,26,26,0,2,ios,iOS 16.4.1,"iPhone15,3",POINT (6.617560844594772 46.52746051422598)
166,CH12697,45785b55-94e3-444a-92c8-fb0ffdf45367,GE,6621,Genève,6601,2023-05-03,2023-06-05,34,34,0,2,android,9,samsung SM-G950F,POINT (6.149107773086612 46.18955765432092)
167,CH1270,00bba66c-79ab-4d8e-a60a-2f5d17b5dc7a,,99,,99,2023-04-24,2023-04-25,2,2,0,0,android,13,samsung SM-G991B,
168,CH12726,7813d190-8cdb-4daf-a5af-b38dee4d2371,VD,6153,Monthey,5401,2023-04-25,2023-06-04,41,41,0,0,ios,iOS 16.4.1,"iPhone15,2",POINT (6.494918930493814 46.508079149464066)
169,CH12727,3a7c5c54-77b0-4c08-ad7e-90f69b0565c4,VD,6153,Monthey,5401,2023-04-25,2023-06-05,42,42,0,0,ios,iOS 16.5,"iPhone14,3",POINT (6.372960025515952 46.59919888520488)
170,CH12728,ef62ca34-23cc-4a40-8030-4a7ba0404840,GE,6621,Genève,6601,2023-04-25,2023-05-30,36,36,0,8,android,13,samsung SM-A528B,POINT (6.157384172459984 46.20327717661466)
171,CH1274,44399a8e-0312-4689-b253-e23b6ded7503,VD,6153,Monthey,5401,2023-04-24,2023-06-04,42,42,0,19,android,7.0,samsung SM-A310F,POINT (6.778922748555677 46.482835664150265)
172,CH12747,1b8fb9d9-c6b6-4ea3-a18e-e2e16b069300,GE,6621,Genève,6601,2023-04-27,2023-06-05,40,40,0,17,android,11,samsung SM-A515F,POINT (6.139647370439295 46.18899082522585)
173,CH12789,970c005d-ecc7-409a-853e-9674943dc6c9,VD,6153,Monthey,5401,2023-05-12,2023-06-05,25,25,0,8,android,13,samsung SM-A546B,POINT (6.63030611072397 46.777857749849055)
174,CH12791,b723fc63-474f-4de3-bdb2-48117bf980d6,,99,,99,2023-04-25,2023-05-30,36,36,0,10,ios,iOS 15.7,"iPhone9,3",POINT (-73.99513549585933 4.749249624616925)
175,CH12793,9074fb45-3cd4-4df8-97d7-f632c27d5df5,VD,6153,Monthey,5401,2023-04-25,2023-06-01,38,38,0,15,android,13,OPPO CPH2251,POINT (6.56922323829932 46.70518775167517)
176,CH12825,37839131-1fff-49a8-a1f0-a3ecf39bc28f,VD,6153,Monthey,5401,2023-05-04,2023-06-05,33,33,0,0,ios,iOS 16.5,"iPhone12,1",POINT (6.516196161325804 46.54507658075442)
177,CH12830,02c7341a-5767-4781-89c0-53d167738769,GE,6621,Genève,6601,2023-04-24,2023-05-30,37,37,0,0,ios,iOS 16.3.1,"iPhone12,1",POINT (6.1069180723107195 46.19031790680623)
178,CH12839,311d4473-e8f3-421e-bc10-5d10370006d5,VD,6153,Monthey,5401,2023-04-29,2023-06-05,38,38,0,2,ios,iOS 16.5,"iPhone12,5",POINT (6.641027590510247 46.809362118943426)
179,CH12845,17a856f1-63df-4780-9a7a-6bfa481540bb,VD,6153,Monthey,5401,2023-04-25,2023-05-06,12,12,0,6,android,13,OnePlus LE2123,POINT (6.548320193712121 46.5512840788889)
180,CH12872,4998f32c-d968-4acc-8ecb-69e8e5152dee,VD,6153,Monthey,5401,2023-04-25,2023-05-31,37,37,0,6,ios,iOS 16.4.1,"iPhone12,1",POINT (6.568188344652444 46.514635032479454)
181,CH12883,74beee17-b29b-4856-83f9-daa7b1c3a747,GE,6621,Genève,6601,2023-05-02,2023-06-05,35,35,0,4,android,13,samsung SM-S901B,POINT (6.208291384061236 46.26373491363878)
182,CH1291,87b37889-1ad8-472c-a6df-0ff142265ce8,VD,6153,Monthey,5401,2023-04-25,2023-05-01,7,7,0,0,android,13,samsung SM-G986B,POINT (6.528667787123524 46.71472743984161)
183,CH12946,320eaf51-7950-4b61-8071-c880cf8e729f,VD,6153,Monthey,5401,2023-04-25,2023-06-04,41,41,0,11,android,12,samsung SM-G975F,POINT (6.636283269347103 46.51646957613946)
184,CH12947,05f420e6-4644-402a-9d98-e478e4bd8f24,GE,6621,Genève,6601,2023-04-24,2023-06-05,43,43,0,0,android,11,HMD Global Nokia 7.2,POINT (6.151230141287903 46.21175062002516)
185,CH12966,a9af31c3-53a0-4605-b879-71e500553556,GE,6621,Genève,6601,2023-04-25,2023-06-03,40,40,0,16,android,13,samsung SM-F721B,POINT (6.107879984722222 46.21016117037036)
186,CH12973,09499ab2-a73d-499c-b971-493d533f191e,GE,6621,Genève,6601,2023-05-12,2023-06-05,25,25,0,1,ios,iOS 16.5,"iPhone14,4",POINT (6.165333130324207 46.19223405457083)
187,CH12995,fbb3cdc5-059e-4d94-baad-b0db5b5bdc54,VD,6153,Monthey,5401,2023-04-26,2023-06-04,40,40,0,15,android,13,samsung SM-S918B,POINT (6.645301723288576 46.545538064808284)
188,CH12996,355491bf-2281-4286-9365-add345c9ecff,VD,6153,Monthey,5401,2023-04-25,2023-05-30,36,36,0,1,android,11,Fairphone FP3,POINT (6.8528063061793825 46.46509450591821)
189,CH13002,64d21dde-6964-4e54-afb5-10b7ce4ab817,VD,6153,Monthey,5401,2023-04-24,2023-05-17,24,24,0,4,android,13,samsung SM-S901B,POINT (6.611362052557721 46.535592640562776)
190,CH13013,94648fa0-d91a-4155-9743-88937d3b0a62,VD,6153,Monthey,5401,2023-05-02,2023-05-30,29,29,0,0,ios,iOS 16.5,"iPhone14,7",POINT (6.626656094428845 46.51499489907988)
191,CH13092,8eb2ebda-0a4d-484d-b79b-03e7e7d089e0,VD,6153,Monthey,5401,2023-04-25,2023-06-01,38,38,0,10,android,13,samsung SM-A528B,POINT (6.641291177944862 46.73681815562657)
192,CH13113,5fd6c3b7-4034-4313-a4ed-00496d675b74,VD,6153,Monthey,5401,2023-05-01,2023-05-30,30,30,0,2,ios,iOS 16.5,"iPhone14,3",POINT (6.888063335356267 46.44259369861942)
193,CH13115,cb783aba-02c6-49b8-96b9-788f949d53a1,VD,6153,Monthey,5401,2023-04-24,2023-06-05,43,43,0,1,ios,iOS 16.5,"iPhone14,3",POINT (6.645564996235387 46.52041318462201)
194,CH13142,1d197b5b-5e51-4996-9fc6-9f0cebcea3c4,VD,6153,Monthey,5401,2023-05-14,2023-06-05,23,23,0,1,ios,iOS 16.1.1,"iPhone13,2",POINT (6.5710094620284245 46.53844591846469)
195,CH1317,2d3b7215-f478-4b4e-9104-7ae48a6bfd82,VD,6153,Monthey,5401,2023-05-08,2023-05-27,20,20,0,2,ios,iOS 16.4.1,"iPhone12,8",POINT (6.6518743543908325 46.52685168567193)
196,CH1319,aa912f92-9029-4b5b-bd3b-0bfbfd24889e,GE,6621,Genève,6601,2023-05-03,2023-06-05,34,34,0,0,android,12,samsung SM-G990B,POINT (6.135141882451499 46.20295620204763)
197,CH13191,25917d41-f41f-4b39-8c8f-b90391c488f7,VD,6153,Monthey,5401,2023-05-02,2023-06-04,34,34,0,0,ios,iOS 16.4.1,"iPhone12,3",POINT (6.639587761886214 46.52018441367431)
198,CH1321,c849bd9b-1112-45ec-8cf1-c614961e3f39,VD,6153,Monthey,5401,2023-05-02,2023-06-04,34,34,0,1,ios,iOS 16.2,"iPhone14,3",POINT (6.614377177326437 46.523761638110024)
199,CH13220,3a2972ba-7163-47d6-99ed-699c6c328089,GE,6621,Genève,6601,2023-04-24,2023-06-05,43,43,0,0,ios,iOS 16.5,"iPhone14,2",POINT (6.101887702912511 46.20575948583985)
200,CH13233,ddf87b77-32c2-47fb-a0c2-ee5f39b423fb,GE,6621,Genève,6601,2023-04-24,2023-06-05,43,43,0,5,ios,iOS 16.5,"iPhone14,4",POINT (6.141777556680238 46.19060793661639)
201,CH13234,3ab099a8-9343-4aeb-9fae-7ca42c6bb6cd,VD,6153,Monthey,5401,2023-05-02,2023-06-05,35,35,0,0,ios,iOS 16.3.1,"iPhone13,2",POINT (6.57917136310323 46.53634150435365)
202,CH13240,1200fa59-4fe4-4581-a4ea-e5173d6a655f,VD,6153,Monthey,5401,2023-04-25,2023-05-30,36,36,0,1,ios,iOS 16.5,"iPhone13,1",POINT (6.7071132757531915 46.50983171738996)
203,CH13244,a98f3861-4a35-4792-9d51-deb1465edccd,VD,6153,Monthey,5401,2023-05-05,2023-05-31,27,27,0,1,ios,iOS 16.5,"iPhone12,1",POINT (6.184419664696984 46.31712638092556)
204,CH13305,a578cf9d-40c0-4b46-9f01-757a0b813c4d,VD,6153,Monthey,5401,2023-04-24,2023-06-05,43,43,0,1,ios,iOS 16.4.1,"iPhone14,2",POINT (6.6118286769776295 46.52844857338777)
205,CH13323,78316425-654e-4089-b9e0-660e3c54b40c,VD,6153,Monthey,5401,2023-05-05,2023-05-29,25,25,0,20,android,12,samsung SM-A217F,POINT (6.660175377777778 46.5196448)
206,CH13326,b119cfc6-7c88-4834-b5b0-602a98a788f4,VD,6153,Monthey,5401,2023-05-22,2023-06-05,15,15,0,0,ios,iOS 16.5,"iPhone13,1",POINT (6.592386615765059 46.53964596581547)
207,CH13377,f3c89e8f-1620-45ff-b4a7-a10361689992,GE,6621,Genève,6601,2023-04-26,2023-06-05,41,41,0,0,ios,iOS 16.5,"iPhone14,5",POINT (6.115399746660023 46.205517125459394)
208,CH1338,0dcf785c-e98a-48fd-96d8-1b126223a5dc,VD,6153,Monthey,5401,2023-04-24,2023-06-03,41,41,0,16,android,13,samsung SM-A515F,POINT (6.840229952631257 46.54459798420635)
209,CH13383,79c24f8a-32b4-4ffa-a1e4-ce8a3b896324,VD,6153,Monthey,5401,2023-05-01,2023-06-05,36,36,0,7,android,13,samsung SM-A536B,POINT (6.534970383821671 46.58055701168168)
210,CH13384,8fb43e12-6608-4206-a736-c8200337dbba,GE,6621,Genève,6601,2023-04-26,2023-06-05,41,41,0,7,ios,iOS 16.5,"iPhone13,1",POINT (6.15066377657386 46.21258096355665)
211,CH13407,3d9e9fb2-a607-4790-b7ed-d9af807c1ca0,VD,6153,Monthey,5401,2023-05-04,2023-05-30,27,27,0,0,ios,iOS 16.4.1,"iPhone12,8",POINT (6.641469346330411 46.57810798097102)
212,CH13410,a1214683-140d-416b-bedc-39ae4a7e5793,VD,6153,Monthey,5401,2023-04-25,2023-06-05,42,42,0,13,ios,iOS 15.7.5,"iPhone8,1",POINT (6.520332623076141 46.51938665154001)
213,CH13416,e77c6fd6-ca25-4454-87a6-a65197659243,VS,6002,Brig  Visp,6002,2023-04-24,2023-06-05,43,43,0,0,android,12,samsung SM-G973F,POINT (7.36138627873539 46.23185030214789)
214,CH13425,b4acf813-3a0a-460f-b366-bd33c895eb20,VD,6153,Monthey,5401,2023-04-25,2023-06-05,42,42,0,1,android,13,OPPO CPH2251,POINT (6.592699783457012 46.651356964175996)
215,CH13436,6b2d82e4-29f8-4c4e-9a9c-5718222f7079,VD,6153,Monthey,5401,2023-04-26,2023-06-05,41,41,0,0,android,13,samsung SM-A528B,POINT (6.9595494361165136 46.31759453748184)
216,CH13467,c26af330-a982-4f80-ac32-0b63b70d8022,GE,6621,Genève,6601,2023-05-02,2023-06-05,35,35,0,0,ios,iOS 16.1,"iPhone14,7",POINT (6.1455218313460085 46.16429013325247)
217,CH1348,fede94b3-a686-48e3-be44-d384cfc33838,VD,6153,Monthey,5401,2023-04-24,2023-06-05,43,43,0,1,ios,iOS 16.5,"iPhone14,5",POINT (6.842564858342472 46.46116626498376)
218,CH13570,ba54a723-c9bc-46e9-a0f4-6ec282ab9926,VD,6153,Monthey,5401,2023-04-26,2023-06-05,41,41,0,0,ios,iOS 16.5,"iPhone15,2",POINT (6.61279817186804 46.52566891759404)
219,CH1358,c4d4ffef-4512-4ce9-9c39-3120a67f2d80,VD,6153,Monthey,5401,2023-04-24,2023-05-30,37,37,0,0,ios,iOS 16.4.1,"iPhone12,8",POINT (6.667679261484716 46.50780818400228)
220,CH13624,c7333ae4-8d6e-4e61-afd6-be74c6b85257,VD,6153,Monthey,5401,2023-05-11,2023-06-05,26,26,0,0,android,12,Xiaomi 2201117TY,POINT (6.627939611733742 46.526039462884974)
221,CH13635,2da25cd2-f199-4cc2-9b0a-9c759e9fac9f,GE,6621,Genève,6601,2023-05-03,2023-06-05,34,34,0,5,ios,iOS 16.5,"iPhone13,3",POINT (6.105163831714099 46.21754068099059)
222,CH13651,452c0e80-b9ab-43ca-8061-cbd707703097,VD,6153,Monthey,5401,2023-05-02,2023-06-05,35,35,0,0,ios,iOS 16.5,"iPhone14,3",POINT (6.648397349535341 46.53548046505399)
223,CH13661,ea46e4b3-8614-4c5e-818e-7bfedcc6b73b,VD,6153,Monthey,5401,2023-04-24,2023-05-30,37,37,0,1,ios,iOS 16.4.1,"iPhone14,4",POINT (6.924623027978802 46.394629095101884)
224,CH13662,0a47a599-b588-415c-99c1-be42c2b4f7d0,VD,6153,Monthey,5401,2023-04-24,2023-06-05,43,43,0,1,ios,iOS 16.5,"iPhone10,4",POINT (6.410251723206596 46.64557616645878)
225,CH13670,16b447d7-b88a-48c4-a7b6-477ff80e69d8,VD,6153,Monthey,5401,2023-04-25,2023-06-05,42,42,0,2,ios,iOS 16.5,"iPhone14,4",POINT (6.5376146130180155 46.57601893826883)
226,CH13680,7462a05d-906b-48f1-8dca-2fcfee01b305,VD,6153,Monthey,5401,2023-05-01,2023-06-05,36,36,0,0,android,12,Fairphone FP4,POINT (6.582480653315243 46.53444544498249)
227,CH13688,57f9cfd3-1adf-4400-94ce-0fd12d0199e8,VD,6153,Monthey,5401,2023-05-04,2023-05-31,28,28,0,1,ios,iOS 16.4.1,"iPhone12,1",POINT (6.9304925532508115 46.46644674732857)
228,CH13743,2f808681-3761-4c97-a707-164d2196f878,GE,6621,Genève,6601,2023-05-09,2023-06-05,28,28,0,4,android,13,samsung SM-G990B,POINT (6.103278008146956 46.19361337628268)
229,CH13744,3a095b2a-8eb7-44e7-9e3f-bb906ccf6774,VD,6153,Monthey,5401,2023-04-26,2023-06-05,41,41,0,5,ios,iOS 16.3.1,"iPhone14,3",POINT (6.626811046999164 46.54095027424354)
230,CH13814,4b1b2774-bcdd-4ca7-b3f0-5ae493ec47f6,VD,6153,Monthey,5401,2023-04-26,2023-06-05,41,41,0,14,android,8.0.0,samsung SM-G935F,POINT (6.625165680454546 46.84863113712122)
231,CH1382,3be64788-3744-4ce0-b7f1-755a6479e79a,NE,6458,Neuchâtel,6402,2023-04-25,2023-06-02,39,39,0,17,android,13,samsung SM-G990B,POINT (6.866166261818182 46.96743005444444)
232,CH13824,325c6505-9bc1-4121-a199-8172aea37226,VD,6153,Monthey,5401,2023-05-11,2023-06-05,26,26,0,0,android,10,Sony H8416,POINT (6.880728297995434 46.69979250899985)
233,CH13829,5cd43a92-19ca-4bb9-9be6-932e0dfd53bc,GE,6621,Genève,6601,2023-05-02,2023-06-04,34,34,0,0,android,13,samsung SM-G998B,POINT (6.082393383775125 46.2375480089738)
234,CH13843,b8508058-dffd-4c5a-a71a-3caf5797ef36,GE,6621,Genève,6601,2023-05-03,2023-06-03,32,32,0,18,android,13,samsung SM-G781B,POINT (6.12406699869616 46.20394104360444)
235,CH13854,f6099d41-e1b8-4ef2-bcf9-a0056301dc27,VD,6153,Monthey,5401,2023-05-02,2023-06-05,35,35,0,7,ios,iOS 16.5,"iPhone12,3",POINT (7.022689873733228 46.918791510190005)
236,CH13858,b76327af-96fe-46f5-a688-23f62154d8d5,VD,6153,Monthey,5401,2023-04-28,2023-05-30,33,33,0,6,android,10,HUAWEI LYA-L29,POINT (6.648951618939395 46.52942480049243)
237,CH13876,c728bbf6-517d-4ec7-a491-d2a5550097be,VD,6153,Monthey,5401,2023-05-05,2023-06-05,32,32,0,1,ios,iOS 16.5,"iPhone10,5",POINT (6.820134077930411 46.470908794203616)
238,CH13881,f139f449-cab7-431d-abe9-edf62ef7635f,VD,6153,Monthey,5401,2023-05-12,2023-06-05,25,25,0,2,ios,iOS 16.5,"iPhone13,1",POINT (6.637372108380564 46.533618453181745)
239,CH13882,1870121b-1aba-4257-a797-eb60c3d895ad,VD,6153,Monthey,5401,2023-04-25,2023-06-05,42,42,0,1,ios,iOS 15.6.1,"iPhone10,6",POINT (6.628634944238267 46.52281218419409)
240,CH13888,70e7319e-81bf-4ffc-9c01-0ba0c8282a51,VD,6153,Monthey,5401,2023-04-24,2023-06-03,41,41,0,6,android,13,samsung SM-S911B,POINT (7.036646453608631 46.29897543720238)
241,CH13922,d0ed504b-1093-41a9-a883-c8b16ce7caff,GE,6621,Genève,6601,2023-04-24,2023-06-05,43,43,0,21,android,13,samsung SM-S906B,POINT (6.164226622663808 46.29250579573272)
242,CH13954,1de25d80-a743-4202-aebf-5ce73850ba95,,99,,99,2023-05-12,2023-06-03,23,23,0,2,android,13,samsung SM-S901B,POINT (-5.311308807499658 36.24370051613773)
243,CH13959,8e84a180-1c0e-43e1-ba2b-f728a7d68ef3,VD,6153,Monthey,5401,2023-05-02,2023-06-05,35,35,0,1,ios,iOS 16.5,"iPhone15,3",POINT (6.670867695136578 46.83906083691199)
244,CH13971,607cbe2d-3b20-4f13-b151-fd168c08f02b,VD,6153,Monthey,5401,2023-04-26,2023-06-05,41,41,0,0,ios,iOS 14.6,"iPhone12,8",POINT (6.880699672388016 46.74054164297292)
245,CH1400,aa3b9311-e8ca-43d8-a0d6-6ba53a0d8aa0,VD,6153,Monthey,5401,2023-05-04,2023-06-05,33,33,0,2,ios,iOS 16.5,"iPhone12,5",POINT (6.601283386802127 46.585731003511675)
246,CH14007,666d2dd0-3a76-42bc-a896-8163188dcf3e,VD,6153,Monthey,5401,2023-05-16,2023-06-02,18,18,0,9,android,10,HUAWEI LYA-L29,POINT (6.409390769285714 46.617632830714285)
247,CH14018,27c5c808-d818-469c-a93b-5ac59d571b20,VD,6153,Monthey,5401,2023-05-09,2023-06-05,28,28,0,1,android,13,samsung SM-G991B,POINT (6.52733269384058 46.610674228550714)
248,CH14044,dcc08ac5-9377-4b7e-a683-5d071887efb7,VD,6153,Monthey,5401,2023-05-02,2023-06-03,33,33,0,3,ios,iOS 15.7.5,"iPhone9,3",POINT (6.956525142678456 46.32320939209263)
249,CH14076,41acdbf0-261f-43ff-8761-c875034a271d,VD,6153,Monthey,5401,2023-05-12,2023-06-05,25,25,0,4,android,10,samsung SM-A202F,POINT (6.4756512735317475 46.49788552294444)
250,CH1408,48d92e96-ba0c-4bb4-b001-3cb694386532,GE,6621,Genève,6601,2023-04-28,2023-06-05,39,39,0,7,ios,iOS 16.5,"iPhone13,3",POINT (6.187336650395272 46.214070966465705)
251,CH14107,81139408-cc58-4136-af49-0362729f4623,VD,6153,Monthey,5401,2023-04-24,2023-05-30,37,37,0,0,ios,iOS 16.5,"iPhone12,3",POINT (6.568676287551428 46.53634995594753)
252,CH14109,f9786204-cd09-49ad-97a0-5bde40c9feb6,VD,6153,Monthey,5401,2023-05-02,2023-06-05,35,35,0,8,android,13,samsung SM-G988B,POINT (7.0389020071491215 46.879386213667345)
253,CH1411,0e7c30ef-1398-43f7-9737-9f8670d43b44,VD,6153,Monthey,5401,2023-04-24,2023-05-28,35,35,0,1,ios,iOS 16.4.1,"iPhone12,8",POINT (6.651154140207575 46.53975588503307)
254,CH14110,425d996e-339b-4e16-89e9-79fd90574ab7,GE,6621,Genève,6601,2023-05-02,2023-06-05,35,35,0,5,android,13,samsung SM-G985F,POINT (6.135374648781746 46.217437550757936)
